"character_chosen","neow_bonus","neow_cost","ascension_level","winAct3","winHeart","abandon","N"
"Ironclad","Twenty Percent Hp Bonus","No Gold",10,45,6,1,339
"Ironclad","Twenty Percent Hp Bonus","No Gold",11,37,6,3,339
"Ironclad","Twenty Percent Hp Bonus","No Gold",12,31,4,0,255
"Ironclad","Twenty Percent Hp Bonus","No Gold",13,28,3,4,246
"Ironclad","Twenty Percent Hp Bonus","No Gold",14,17,2,2,249
"Ironclad","Twenty Percent Hp Bonus","No Gold",15,32,3,3,287
"Ironclad","Twenty Percent Hp Bonus","No Gold",16,15,2,2,201
"Ironclad","Twenty Percent Hp Bonus","No Gold",17,28,2,4,299
"Ironclad","Twenty Percent Hp Bonus","No Gold",18,13,1,0,281
"Ironclad","Twenty Percent Hp Bonus","No Gold",19,18,2,5,344
"Ironclad","Twenty Percent Hp Bonus","No Gold",20,66,31,25,975
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",1,402,82,1,1454
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",2,192,26,5,918
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",3,130,21,0,732
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",4,117,15,3,726
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",5,83,17,1,570
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",6,79,12,2,465
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",7,56,6,0,404
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",8,65,7,1,362
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",9,57,13,1,368
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",10,53,8,2,366
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",11,46,8,1,345
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",12,47,8,3,333
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",13,31,6,0,279
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",14,34,10,3,309
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",15,33,4,5,329
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",16,31,3,0,245
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",17,26,4,1,334
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",18,25,0,3,326
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",19,17,0,2,330
"Ironclad","Twenty Percent Hp Bonus","Percent Damage",20,54,21,28,1142
"Ironclad","Two Fifty Gold","Curse",1,434,97,24,1737
"Ironclad","Two Fifty Gold","Curse",2,180,32,9,995
"Ironclad","Two Fifty Gold","Curse",3,156,33,4,932
"Ironclad","Two Fifty Gold","Curse",4,118,15,5,956
"Ironclad","Two Fifty Gold","Curse",5,130,21,6,803
"Ironclad","Two Fifty Gold","Curse",6,102,21,2,677
"Ironclad","Two Fifty Gold","Curse",7,99,15,5,665
"Ironclad","Two Fifty Gold","Curse",8,78,12,6,530
"Ironclad","Two Fifty Gold","Curse",9,94,10,3,601
"Ironclad","Two Fifty Gold","Curse",10,82,20,8,629
"Ironclad","Two Fifty Gold","Curse",11,67,6,3,552
"Ironclad","Two Fifty Gold","Curse",12,63,7,4,530
"Ironclad","Two Fifty Gold","Curse",13,39,4,5,441
"Ironclad","Two Fifty Gold","Curse",14,59,8,8,497
"Ironclad","Two Fifty Gold","Curse",15,59,4,5,563
"Ironclad","Two Fifty Gold","Curse",16,44,3,5,464
"Ironclad","Two Fifty Gold","Curse",17,40,7,11,588
"Ironclad","Two Fifty Gold","Curse",18,39,5,18,641
"Ironclad","Two Fifty Gold","Curse",19,35,3,11,683
"Ironclad","Two Fifty Gold","Curse",20,133,49,43,2269
"Ironclad","Two Fifty Gold","Percent Damage",1,667,140,4,2284
"Ironclad","Two Fifty Gold","Percent Damage",2,212,45,5,1144
"Ironclad","Two Fifty Gold","Percent Damage",3,175,31,2,1077
"Ironclad","Two Fifty Gold","Percent Damage",4,143,20,5,976
"Ironclad","Two Fifty Gold","Percent Damage",5,145,18,2,968
"Ironclad","Two Fifty Gold","Percent Damage",6,111,13,5,753
"Ironclad","Two Fifty Gold","Percent Damage",7,120,18,2,695
"Ironclad","Two Fifty Gold","Percent Damage",8,105,21,2,588
"Ironclad","Two Fifty Gold","Percent Damage",9,123,19,2,664
"Ironclad","Two Fifty Gold","Percent Damage",10,93,17,1,626
"Ironclad","Two Fifty Gold","Percent Damage",11,78,14,2,616
"Ironclad","Two Fifty Gold","Percent Damage",12,79,9,3,591
"Ironclad","Two Fifty Gold","Percent Damage",13,79,9,5,493
"Ironclad","Two Fifty Gold","Percent Damage",14,60,4,4,535
"Ironclad","Two Fifty Gold","Percent Damage",15,67,16,4,615
"Ironclad","Two Fifty Gold","Percent Damage",16,64,9,1,549
"Ironclad","Two Fifty Gold","Percent Damage",17,55,7,2,588
"Ironclad","Two Fifty Gold","Percent Damage",18,38,6,3,665
"Ironclad","Two Fifty Gold","Percent Damage",19,37,7,2,697
"Ironclad","Two Fifty Gold","Percent Damage",20,214,98,32,2748
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",1,452,108,6,1650
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",2,172,29,4,946
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",3,137,24,4,851
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",4,106,17,3,829
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",5,86,11,3,687
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",6,119,27,4,662
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",7,95,17,3,610
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",8,69,10,3,509
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",9,102,17,3,542
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",10,97,17,1,587
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",11,57,8,3,579
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",12,69,12,2,552
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",13,51,10,1,471
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",14,68,12,1,479
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",15,80,22,7,609
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",16,60,6,4,436
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",17,45,7,7,505
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",18,41,5,2,601
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",19,26,2,5,653
"Ironclad","Two Fifty Gold","Ten Percent Hp Loss",20,215,106,41,2593
"Ironclad","Upgrade Card","None",1,1128,242,154,4919
"Ironclad","Upgrade Card","None",2,393,62,86,2637
"Ironclad","Upgrade Card","None",3,348,42,58,2169
"Ironclad","Upgrade Card","None",4,293,43,49,2238
"Ironclad","Upgrade Card","None",5,248,39,31,1827
"Ironclad","Upgrade Card","None",6,221,27,30,1588
"Ironclad","Upgrade Card","None",7,226,23,24,1387
"Ironclad","Upgrade Card","None",8,163,22,30,1256
"Ironclad","Upgrade Card","None",9,162,20,14,1182
"Ironclad","Upgrade Card","None",10,166,24,22,1381
"Ironclad","Upgrade Card","None",11,144,14,20,1274
"Ironclad","Upgrade Card","None",12,128,17,20,1164
"Ironclad","Upgrade Card","None",13,103,10,28,965
"Ironclad","Upgrade Card","None",14,100,6,28,985
"Ironclad","Upgrade Card","None",15,116,16,32,1153
"Ironclad","Upgrade Card","None",16,97,15,19,904
"Ironclad","Upgrade Card","None",17,94,8,20,1130
"Ironclad","Upgrade Card","None",18,59,4,30,1096
"Ironclad","Upgrade Card","None",19,57,4,33,1176
"Ironclad","Upgrade Card","None",20,269,118,84,4249
"The Silent","Boss Relic","None",1,4612,1236,4973,25180
"The Silent","Boss Relic","None",2,2250,509,2812,15508
"The Silent","Boss Relic","None",3,1842,367,2475,12969
"The Silent","Boss Relic","None",4,1572,320,2218,11695
"The Silent","Boss Relic","None",5,1339,252,1740,9700
"The Silent","Boss Relic","None",6,1165,217,1510,8077
"The Silent","Boss Relic","None",7,1012,188,1206,6972
"The Silent","Boss Relic","None",8,930,166,1168,6167
"The Silent","Boss Relic","None",9,904,171,1213,6294
"The Silent","Boss Relic","None",10,798,160,1172,6227
"The Silent","Boss Relic","None",11,680,120,1228,6074
"The Silent","Boss Relic","None",12,625,116,1143,5543
"The Silent","Boss Relic","None",13,623,116,946,4816
"The Silent","Boss Relic","None",14,535,91,1036,5074
"The Silent","Boss Relic","None",15,585,140,1288,5358
"The Silent","Boss Relic","None",16,433,74,1126,4651
"The Silent","Boss Relic","None",17,503,81,1254,5832
"The Silent","Boss Relic","None",18,408,60,1377,6119
"The Silent","Boss Relic","None",19,411,58,1892,7451
"The Silent","Boss Relic","None",20,1417,868,6333,22578
"The Silent","Hundred Gold","None",1,1279,290,74,6929
"The Silent","Hundred Gold","None",2,566,88,22,4046
"The Silent","Hundred Gold","None",3,391,64,25,3085
"The Silent","Hundred Gold","None",4,347,44,23,2832
"The Silent","Hundred Gold","None",5,287,39,23,2408
"The Silent","Hundred Gold","None",6,257,32,24,1979
"The Silent","Hundred Gold","None",7,207,38,16,1630
"The Silent","Hundred Gold","None",8,199,29,14,1430
"The Silent","Hundred Gold","None",9,171,38,15,1288
"The Silent","Hundred Gold","None",10,198,39,8,1537
"The Silent","Hundred Gold","None",11,135,12,12,1245
"The Silent","Hundred Gold","None",12,140,19,33,1279
"The Silent","Hundred Gold","None",13,110,21,13,955
"The Silent","Hundred Gold","None",14,103,17,10,1004
"The Silent","Hundred Gold","None",15,120,22,20,1101
"The Silent","Hundred Gold","None",16,80,13,6,917
"The Silent","Hundred Gold","None",17,71,12,15,1152
"The Silent","Hundred Gold","None",18,53,7,22,1127
"The Silent","Hundred Gold","None",19,50,5,37,1412
"The Silent","Hundred Gold","None",20,264,137,111,4233
"The Silent","One Random Rare Card","None",1,1105,242,764,7185
"The Silent","One Random Rare Card","None",2,526,100,417,4432
"The Silent","One Random Rare Card","None",3,397,74,385,3557
"The Silent","One Random Rare Card","None",4,338,52,358,3314
"The Silent","One Random Rare Card","None",5,293,35,308,2785
"The Silent","One Random Rare Card","None",6,237,33,277,2190
"The Silent","One Random Rare Card","None",7,240,45,239,1987
"The Silent","One Random Rare Card","None",8,190,26,221,1694
"The Silent","One Random Rare Card","None",9,166,30,208,1549
"The Silent","One Random Rare Card","None",10,180,26,230,1689
"The Silent","One Random Rare Card","None",11,136,13,215,1575
"The Silent","One Random Rare Card","None",12,119,12,193,1449
"The Silent","One Random Rare Card","None",13,114,14,155,1121
"The Silent","One Random Rare Card","None",14,92,14,189,1199
"The Silent","One Random Rare Card","None",15,114,19,169,1229
"The Silent","One Random Rare Card","None",16,80,9,196,1121
"The Silent","One Random Rare Card","None",17,69,5,191,1322
"The Silent","One Random Rare Card","None",18,50,4,196,1344
"The Silent","One Random Rare Card","None",19,42,3,287,1677
"The Silent","One Random Rare Card","None",20,177,82,788,4633
"The Silent","One Rare Relic","Curse",1,342,84,126,1992
"The Silent","One Rare Relic","Curse",2,149,29,77,1202
"The Silent","One Rare Relic","Curse",3,110,13,69,937
"The Silent","One Rare Relic","Curse",4,92,14,75,901
"The Silent","One Rare Relic","Curse",5,86,10,63,801
"The Silent","One Rare Relic","Curse",6,76,13,64,676
"The Silent","One Rare Relic","Curse",7,61,11,46,620
"The Silent","One Rare Relic","Curse",8,75,14,39,522
"The Silent","One Rare Relic","Curse",9,49,7,35,492
"The Silent","One Rare Relic","Curse",10,53,13,49,505
"The Silent","One Rare Relic","Curse",11,42,6,41,488
"The Silent","One Rare Relic","Curse",12,42,10,37,480
"The Silent","One Rare Relic","Curse",13,42,12,32,390
"The Silent","One Rare Relic","Curse",14,46,6,29,413
"The Silent","One Rare Relic","Curse",15,39,4,50,451
"The Silent","One Rare Relic","Curse",16,28,4,46,373
"The Silent","One Rare Relic","Curse",17,30,3,48,475
"The Silent","One Rare Relic","Curse",18,15,4,59,470
"The Silent","One Rare Relic","Curse",19,23,2,82,671
"The Silent","One Rare Relic","Curse",20,60,25,236,1715
"The Silent","One Rare Relic","No Gold",1,504,146,133,2353
"The Silent","One Rare Relic","No Gold",2,255,54,73,1463
"The Silent","One Rare Relic","No Gold",3,162,36,53,1153
"The Silent","One Rare Relic","No Gold",4,155,36,52,1084
"The Silent","One Rare Relic","No Gold",5,151,27,45,954
"The Silent","One Rare Relic","No Gold",6,122,23,58,846
"The Silent","One Rare Relic","No Gold",7,90,21,43,666
"The Silent","One Rare Relic","No Gold",8,94,12,36,633
"The Silent","One Rare Relic","No Gold",9,99,17,36,649
"The Silent","One Rare Relic","No Gold",10,82,12,53,668
"The Silent","One Rare Relic","No Gold",11,73,13,34,615
"The Silent","One Rare Relic","No Gold",12,73,7,38,604
"The Silent","One Rare Relic","No Gold",13,62,7,30,491
"The Silent","One Rare Relic","No Gold",14,59,12,34,524
"The Silent","One Rare Relic","No Gold",15,77,16,44,634
"The Silent","One Rare Relic","No Gold",16,44,7,46,499
"The Silent","One Rare Relic","No Gold",17,44,6,52,631
"The Silent","One Rare Relic","No Gold",18,34,6,66,650
"The Silent","One Rare Relic","No Gold",19,31,1,80,816
"The Silent","One Rare Relic","No Gold",20,133,63,260,2489
"The Silent","One Rare Relic","Percent Damage",1,397,88,135,2021
"The Silent","One Rare Relic","Percent Damage",2,186,42,63,1162
"The Silent","One Rare Relic","Percent Damage",3,117,27,57,977
"The Silent","One Rare Relic","Percent Damage",4,104,13,48,870
"The Silent","One Rare Relic","Percent Damage",5,86,16,48,717
"The Silent","One Rare Relic","Percent Damage",6,91,21,31,624
"The Silent","One Rare Relic","Percent Damage",7,80,13,31,555
"The Silent","One Rare Relic","Percent Damage",8,65,17,32,533
"The Silent","One Rare Relic","Percent Damage",9,54,8,32,484
"The Silent","One Rare Relic","Percent Damage",10,72,19,45,563
"The Silent","One Rare Relic","Percent Damage",11,43,6,42,487
"The Silent","One Rare Relic","Percent Damage",12,45,12,27,429
"The Silent","One Rare Relic","Percent Damage",13,49,4,27,372
"The Silent","One Rare Relic","Percent Damage",14,42,5,27,434
"The Silent","One Rare Relic","Percent Damage",15,50,11,60,475
"The Silent","One Rare Relic","Percent Damage",16,38,6,34,361
"The Silent","One Rare Relic","Percent Damage",17,33,9,34,494
"The Silent","One Rare Relic","Percent Damage",18,18,2,48,542
"The Silent","One Rare Relic","Percent Damage",19,34,1,65,665
"The Silent","One Rare Relic","Percent Damage",20,92,53,220,1911
"The Silent","One Rare Relic","Ten Percent Hp Loss",1,413,123,128,2073
"The Silent","One Rare Relic","Ten Percent Hp Loss",2,202,44,70,1196
"The Silent","One Rare Relic","Ten Percent Hp Loss",3,119,27,48,946
"The Silent","One Rare Relic","Ten Percent Hp Loss",4,96,18,56,869
"The Silent","One Rare Relic","Ten Percent Hp Loss",5,119,20,48,802
"The Silent","One Rare Relic","Ten Percent Hp Loss",6,88,14,39,666
"The Silent","One Rare Relic","Ten Percent Hp Loss",7,81,12,40,593
"The Silent","One Rare Relic","Ten Percent Hp Loss",8,70,16,41,533
"The Silent","One Rare Relic","Ten Percent Hp Loss",9,68,14,34,523
"The Silent","One Rare Relic","Ten Percent Hp Loss",10,72,18,52,553
"The Silent","One Rare Relic","Ten Percent Hp Loss",11,61,13,37,514
"The Silent","One Rare Relic","Ten Percent Hp Loss",12,64,15,42,475
"The Silent","One Rare Relic","Ten Percent Hp Loss",13,47,9,31,422
"The Silent","One Rare Relic","Ten Percent Hp Loss",14,58,12,28,454
"The Silent","One Rare Relic","Ten Percent Hp Loss",15,74,18,39,523
"The Silent","One Rare Relic","Ten Percent Hp Loss",16,39,2,28,389
"The Silent","One Rare Relic","Ten Percent Hp Loss",17,44,6,44,528
"The Silent","One Rare Relic","Ten Percent Hp Loss",18,35,5,58,554
"The Silent","One Rare Relic","Ten Percent Hp Loss",19,35,5,74,635
"The Silent","One Rare Relic","Ten Percent Hp Loss",20,116,45,266,2329
"The Silent","Random Colorless","None",1,624,114,319,3923
"The Silent","Random Colorless","None",2,257,44,183,2346
"The Silent","Random Colorless","None",3,189,32,188,1858
"The Silent","Random Colorless","None",4,137,15,143,1570
"The Silent","Random Colorless","None",5,117,19,130,1294
"The Silent","Random Colorless","None",6,106,17,90,1013
"The Silent","Random Colorless","None",7,97,8,90,897
"The Silent","Random Colorless","None",8,90,12,57,731
"The Silent","Random Colorless","None",9,67,9,69,667
"The Silent","Random Colorless","None",10,52,10,86,666
"The Silent","Random Colorless","None",11,46,3,58,703
"The Silent","Random Colorless","None",12,43,6,62,592
"The Silent","Random Colorless","None",13,44,5,40,451
"The Silent","Random Colorless","None",14,32,1,52,499
"The Silent","Random Colorless","None",15,41,3,55,490
"The Silent","Random Colorless","None",16,32,2,46,397
"The Silent","Random Colorless","None",17,24,3,61,556
"The Silent","Random Colorless","None",18,13,2,53,516
"The Silent","Random Colorless","None",19,20,8,93,732
"The Silent","Random Colorless","None",20,46,21,254,1668
"The Silent","Random Colorless 2","Curse",1,124,34,89,774
"The Silent","Random Colorless 2","Curse",2,58,17,28,494
"The Silent","Random Colorless 2","Curse",3,61,16,33,420
"The Silent","Random Colorless 2","Curse",4,45,14,31,391
"The Silent","Random Colorless 2","Curse",5,42,3,23,343
"The Silent","Random Colorless 2","Curse",6,35,9,22,276
"The Silent","Random Colorless 2","Curse",7,33,3,20,237
"The Silent","Random Colorless 2","Curse",8,29,9,10,204
"The Silent","Random Colorless 2","Curse",9,27,6,18,201
"The Silent","Random Colorless 2","Curse",10,19,4,26,232
"The Silent","Random Colorless 2","Curse",11,26,6,14,255
"The Silent","Random Colorless 2","Curse",12,16,3,21,208
"The Silent","Random Colorless 2","Curse",13,14,2,20,189
"The Silent","Random Colorless 2","Curse",14,14,2,22,204
"The Silent","Random Colorless 2","Curse",15,18,3,24,218
"The Silent","Random Colorless 2","Curse",16,17,1,24,182
"The Silent","Random Colorless 2","Curse",17,13,4,26,216
"The Silent","Random Colorless 2","Curse",18,17,2,27,253
"The Silent","Random Colorless 2","Curse",19,15,0,35,372
"The Silent","Random Colorless 2","Curse",20,40,18,134,959
"The Silent","Random Colorless 2","No Gold",1,234,67,65,1091
"The Silent","Random Colorless 2","No Gold",2,98,18,33,655
"The Silent","Random Colorless 2","No Gold",3,76,26,30,546
"The Silent","Random Colorless 2","No Gold",4,78,27,28,495
"The Silent","Random Colorless 2","No Gold",5,61,14,24,425
"The Silent","Random Colorless 2","No Gold",6,49,12,30,371
"The Silent","Random Colorless 2","No Gold",7,51,8,19,330
"The Silent","Random Colorless 2","No Gold",8,43,4,23,304
"The Silent","Random Colorless 2","No Gold",9,53,10,14,293
"The Silent","Random Colorless 2","No Gold",10,48,11,31,349
"The Silent","Random Colorless 2","No Gold",11,44,8,24,337
"The Silent","Random Colorless 2","No Gold",12,35,12,20,297
"The Silent","Random Colorless 2","No Gold",13,35,5,12,239
"The Silent","Random Colorless 2","No Gold",14,30,6,19,263
"The Silent","Random Colorless 2","No Gold",15,37,10,23,310
"The Silent","Random Colorless 2","No Gold",16,25,2,19,244
"The Silent","Random Colorless 2","No Gold",17,26,4,21,306
"The Silent","Random Colorless 2","No Gold",18,21,5,30,351
"The Silent","Random Colorless 2","No Gold",19,19,2,38,450
"The Silent","Random Colorless 2","No Gold",20,102,58,136,1414
"The Silent","Random Colorless 2","Percent Damage",1,167,53,57,875
"The Silent","Random Colorless 2","Percent Damage",2,80,16,32,546
"The Silent","Random Colorless 2","Percent Damage",3,42,5,21,419
"The Silent","Random Colorless 2","Percent Damage",4,44,5,24,370
"The Silent","Random Colorless 2","Percent Damage",5,42,6,20,315
"The Silent","Random Colorless 2","Percent Damage",6,43,10,17,265
"The Silent","Random Colorless 2","Percent Damage",7,37,7,20,289
"The Silent","Random Colorless 2","Percent Damage",8,26,4,15,210
"The Silent","Random Colorless 2","Percent Damage",9,26,4,21,223
"The Silent","Random Colorless 2","Percent Damage",10,28,8,21,233
"The Silent","Random Colorless 2","Percent Damage",11,23,4,26,227
"The Silent","Random Colorless 2","Percent Damage",12,20,4,13,201
"The Silent","Random Colorless 2","Percent Damage",13,27,5,19,185
"The Silent","Random Colorless 2","Percent Damage",14,20,7,13,174
"The Silent","Random Colorless 2","Percent Damage",15,28,7,21,227
"The Silent","Random Colorless 2","Percent Damage",16,26,7,22,221
"The Silent","Random Colorless 2","Percent Damage",17,16,2,23,238
"The Silent","Random Colorless 2","Percent Damage",18,11,1,25,274
"The Silent","Random Colorless 2","Percent Damage",19,13,1,25,339
"The Silent","Random Colorless 2","Percent Damage",20,72,44,132,1113
"The Silent","Random Colorless 2","Ten Percent Hp Loss",1,152,47,82,832
"The Silent","Random Colorless 2","Ten Percent Hp Loss",2,76,18,38,473
"The Silent","Random Colorless 2","Ten Percent Hp Loss",3,61,13,30,425
"The Silent","Random Colorless 2","Ten Percent Hp Loss",4,56,10,28,411
"The Silent","Random Colorless 2","Ten Percent Hp Loss",5,57,11,29,333
"The Silent","Random Colorless 2","Ten Percent Hp Loss",6,43,4,30,304
"The Silent","Random Colorless 2","Ten Percent Hp Loss",7,43,8,21,270
"The Silent","Random Colorless 2","Ten Percent Hp Loss",8,35,6,13,233
"The Silent","Random Colorless 2","Ten Percent Hp Loss",9,30,8,21,221
"The Silent","Random Colorless 2","Ten Percent Hp Loss",10,35,6,18,260
"The Silent","Random Colorless 2","Ten Percent Hp Loss",11,41,11,13,241
"The Silent","Random Colorless 2","Ten Percent Hp Loss",12,23,2,20,223
"The Silent","Random Colorless 2","Ten Percent Hp Loss",13,19,3,13,194
"The Silent","Random Colorless 2","Ten Percent Hp Loss",14,28,0,25,239
"The Silent","Random Colorless 2","Ten Percent Hp Loss",15,24,10,20,238
"The Silent","Random Colorless 2","Ten Percent Hp Loss",16,18,3,21,218
"The Silent","Random Colorless 2","Ten Percent Hp Loss",17,21,3,33,264
"The Silent","Random Colorless 2","Ten Percent Hp Loss",18,14,1,31,266
"The Silent","Random Colorless 2","Ten Percent Hp Loss",19,20,7,39,311
"The Silent","Random Colorless 2","Ten Percent Hp Loss",20,86,49,121,1248
"The Silent","Random Common Relic","None",1,2759,612,462,13736
"The Silent","Random Common Relic","None",2,1199,217,264,7812
"The Silent","Random Common Relic","None",3,886,155,242,6114
"The Silent","Random Common Relic","None",4,695,106,222,5567
"The Silent","Random Common Relic","None",5,610,79,195,4617
"The Silent","Random Common Relic","None",6,498,78,163,3822
"The Silent","Random Common Relic","None",7,436,69,143,3254
"The Silent","Random Common Relic","None",8,399,57,153,2928
"The Silent","Random Common Relic","None",9,372,64,158,2722
"The Silent","Random Common Relic","None",10,382,70,138,2884
"The Silent","Random Common Relic","None",11,302,45,150,2735
"The Silent","Random Common Relic","None",12,246,37,201,2493
"The Silent","Random Common Relic","None",13,225,38,137,2042
"The Silent","Random Common Relic","None",14,213,29,158,2293
"The Silent","Random Common Relic","None",15,263,67,182,2348
"The Silent","Random Common Relic","None",16,178,22,134,1881
"The Silent","Random Common Relic","None",17,180,22,187,2437
"The Silent","Random Common Relic","None",18,103,14,227,2553
"The Silent","Random Common Relic","None",19,126,16,274,2943
"The Silent","Random Common Relic","None",20,467,229,909,8805
"The Silent","Remove Card","None",1,517,129,58,2675
"The Silent","Remove Card","None",2,241,36,21,1559
"The Silent","Remove Card","None",3,139,18,24,1155
"The Silent","Remove Card","None",4,137,22,19,1008
"The Silent","Remove Card","None",5,112,16,11,846
"The Silent","Remove Card","None",6,80,16,11,643
"The Silent","Remove Card","None",7,70,12,12,550
"The Silent","Remove Card","None",8,65,10,3,470
"The Silent","Remove Card","None",9,75,18,11,443
"The Silent","Remove Card","None",10,51,10,17,456
"The Silent","Remove Card","None",11,42,8,8,441
"The Silent","Remove Card","None",12,46,4,8,401
"The Silent","Remove Card","None",13,37,7,4,294
"The Silent","Remove Card","None",14,29,4,11,321
"The Silent","Remove Card","None",15,24,7,10,278
"The Silent","Remove Card","None",16,28,3,11,252
"The Silent","Remove Card","None",17,15,0,10,324
"The Silent","Remove Card","None",18,10,2,12,285
"The Silent","Remove Card","None",19,17,1,17,325
"The Silent","Remove Card","None",20,57,25,32,911
"The Silent","Remove Two","No Gold",1,206,70,9,923
"The Silent","Remove Two","No Gold",2,96,21,0,565
"The Silent","Remove Two","No Gold",3,73,13,7,465
"The Silent","Remove Two","No Gold",4,59,10,8,461
"The Silent","Remove Two","No Gold",5,62,13,5,370
"The Silent","Remove Two","No Gold",6,73,9,2,340
"The Silent","Remove Two","No Gold",7,55,8,2,310
"The Silent","Remove Two","No Gold",8,39,13,5,252
"The Silent","Remove Two","No Gold",9,38,6,2,249
"The Silent","Remove Two","No Gold",10,35,6,4,232
"The Silent","Remove Two","No Gold",11,19,3,2,233
"The Silent","Remove Two","No Gold",12,27,6,4,216
"The Silent","Remove Two","No Gold",13,19,3,3,167
"The Silent","Remove Two","No Gold",14,25,5,2,169
"The Silent","Remove Two","No Gold",15,22,7,2,187
"The Silent","Remove Two","No Gold",16,22,5,4,178
"The Silent","Remove Two","No Gold",17,16,3,1,231
"The Silent","Remove Two","No Gold",18,7,1,3,193
"The Silent","Remove Two","No Gold",19,14,5,1,223
"The Silent","Remove Two","No Gold",20,49,25,16,746
"The Silent","Remove Two","Percent Damage",1,129,45,8,676
"The Silent","Remove Two","Percent Damage",2,54,8,7,394
"The Silent","Remove Two","Percent Damage",3,48,7,2,332
"The Silent","Remove Two","Percent Damage",4,26,6,4,280
"The Silent","Remove Two","Percent Damage",5,39,9,2,226
"The Silent","Remove Two","Percent Damage",6,32,6,2,210
"The Silent","Remove Two","Percent Damage",7,20,2,1,184
"The Silent","Remove Two","Percent Damage",8,28,4,3,161
"The Silent","Remove Two","Percent Damage",9,20,2,4,136
"The Silent","Remove Two","Percent Damage",10,24,7,1,152
"The Silent","Remove Two","Percent Damage",11,12,2,1,149
"The Silent","Remove Two","Percent Damage",12,16,6,2,147
"The Silent","Remove Two","Percent Damage",13,18,3,0,138
"The Silent","Remove Two","Percent Damage",14,17,4,3,128
"The Silent","Remove Two","Percent Damage",15,16,7,2,112
"The Silent","Remove Two","Percent Damage",16,12,4,1,116
"The Silent","Remove Two","Percent Damage",17,12,2,2,132
"The Silent","Remove Two","Percent Damage",18,8,1,4,123
"The Silent","Remove Two","Percent Damage",19,7,0,4,153
"The Silent","Remove Two","Percent Damage",20,36,28,12,557
"The Silent","Remove Two","Ten Percent Hp Loss",1,139,61,5,690
"The Silent","Remove Two","Ten Percent Hp Loss",2,67,12,2,404
"The Silent","Remove Two","Ten Percent Hp Loss",3,60,11,5,367
"The Silent","Remove Two","Ten Percent Hp Loss",4,46,9,5,324
"The Silent","Remove Two","Ten Percent Hp Loss",5,40,11,5,285
"The Silent","Remove Two","Ten Percent Hp Loss",6,38,10,4,234
"The Silent","Remove Two","Ten Percent Hp Loss",7,32,9,1,211
"The Silent","Remove Two","Ten Percent Hp Loss",8,28,5,3,151
"The Silent","Remove Two","Ten Percent Hp Loss",9,24,4,1,145
"The Silent","Remove Two","Ten Percent Hp Loss",10,24,5,2,171
"The Silent","Remove Two","Ten Percent Hp Loss",11,30,12,3,177
"The Silent","Remove Two","Ten Percent Hp Loss",12,25,5,0,161
"The Silent","Remove Two","Ten Percent Hp Loss",13,21,4,3,145
"The Silent","Remove Two","Ten Percent Hp Loss",14,20,2,2,153
"The Silent","Remove Two","Ten Percent Hp Loss",15,26,14,5,172
"The Silent","Remove Two","Ten Percent Hp Loss",16,17,3,2,154
"The Silent","Remove Two","Ten Percent Hp Loss",17,12,1,0,155
"The Silent","Remove Two","Ten Percent Hp Loss",18,11,3,4,152
"The Silent","Remove Two","Ten Percent Hp Loss",19,11,2,5,167
"The Silent","Remove Two","Ten Percent Hp Loss",20,57,36,21,650
